QT_WHO_WROTE  Quem foi o argumentista de  To Kill A Mockingbird ?
QT_WHO_IS  Quando nasceu o Jim Carrey?
QT_WHO_IS  o Matt Damon quem é?
QT_WHO_IS  o Clint Eastwood é quem?
QT_WHO_IS  Marlon Brando, quem é?
QT_WHO_DIRECTED  Quem realizou o Schindler's List?
QT_WHO_DIRECTED  Quem realizou o The Departed?
QT_WHO_DIRECTED  Quem realizou o filme Reservoir Dogs?
QT_WHO_DIRECTED  Quem realizou o filme Ben Hur?
QT_WHO_DIRECTED  Quem realizou o filme Gone with the Wind?
QT_WHO_DIRECTED  Quem realizou o filme  Dances with Wolves ?
QT_WHO_DIRECTED  Quem realizou o filme  American History X ?
QT_WHO_DIRECTED  Quem realizou o filme  Apocalypse Now ?
QT_WHO_DIRECTED  Quem realizou The Departed?
QT_WHO_DIRECTED  Quem realiza The Wizard of Oz?
QT_WHO_DIRECTED  Quem foi o realizador do Braveheart?
QT_WHO_DIRECTED  Quem dirigiu Platoon?
QT_WHO_DIRECTED  Quem é que realizou o Alfred Hitchcock's Rear Window?
QT_WHO_DIRECTED  Quem é que realizou o filme 8 1/2?
QT_WHO_DIRECTED  Quem é que realiza Memento?
QT_WHO_DIRECTED  Quem é que foi o realizador de Apocalypse Now?
QT_WHO_DIRECTED  Quem é que é a pessoa que realizou o filme The Godfather?
QT_WHO_DIRECTED  Quem é o realizador do The Matrix II?
QT_WHO_DIRECTED  Quem é o realizador do filme Lawrence of Arabia?
QT_WHO_DIRECTED  Quem é o realizador do filme Die Hard?
QT_WHO_DIRECTED  Quem é o realizador de  Gone with the Wind ?
QT_WHO_DIRECTED  Quem é a pessoa que realizou o filme Ben Hur?
QT_WHO_DIRECTED  Que realizador fez o Terminator 2: Judgement Day?
QT_WHO_DIRECTED  Que realizador fez o filme The Lord of the Rings: The Fellowship of the Ring?
QT_WHO_DIRECTED  Qual o realizador de Singin' in the Rain?
QT_WHO_DIRECTED  Qual foi a pessoa que realizou The Pianist?
QT_WHO_DIRECTED  Qual é que foi o realizador do Casablanca?
QT_WHO_DIRECTED  Qual é que foi o realizador de The Notebook?
QT_WHO_DIRECTED  o filme Jurassic Park foi realizado por que pessoa?
QT_WHO_DIRECTED  o filme  American Beauty  foi realizado por que cineasta chinês?
QT_WHO_DIRECTED  The Pianist foi realizado por quem?
QT_WHO_DIRECTED  Vertigo é realizado por quem?
QT_WHO_DIRECTED  Indique o realizador de Taxi Driver.
QT_WHO_DIRECTED  De quem é o Titanic?
QT_WHO_DIRECTED  De quem é o filme Alfred Hitchcock's Rear Window?
QT_WHO_DIRECTED  Como se chama o realizador do filme Memento?
QT_WHO_DIRECTED  Como se chama a pessoa que realizou The Usual Suspects?
QT_WHO_DIRECTED  Como é que se chama o realizador do filme The Lord of the Rings: The Fellowship of the Ring?
QT_WHO_ACTS_WITH_IN  Quem representou com Burt Lancaster no filme The Sting?
QT_WHO_ACTS_WITH_IN  Quem contracena com Mel Gibson em  Casablanca  ?
QT_WHO_ACTS_WITH_IN  Que actriz contracena com Christopher Walken no filme Alfred Hitchcock's Rear Window?
QT_WHO_ACTS_WITH_IN  Qual é que foi o actor que contracenou com Gary Oldman no filme Alfred Hitchcock's Rear Window?
QT_WHO_ACTS_WITH_IN  no The Shining, Sandra Bullock contracenou com quem?
QT_WHO_ACTS_WITH_IN  em Monty Python and the Holy Grail com quem contracenou Diane Keaton?
QT_WHO_ACTS_WITH_IN  Como se chama a actriz que contracena com o Clark Gable nos Amadeus?
QT_WHO_ACTS_WITH_IN  Com quem representou Michael Douglas em Platoon?
QT_WHO_ACTS_WITH_IN  Com quem contracenou Ingrid Bergman na The Godfather Part II?
QT_WHO_ACTS_WITH_IN  Com quem contracenou Kevin Costner em Grease ?
QT_WHO_ACTS_WITH_IN  Com quem contracenava Cate Blanchett no filme Fight Club?
QT_WHO_ACTS_WITH_IN  Com quem é que contracena Gregory Peck no filme Pride and Prejudice?
QT_WHO_ACTS_LIKE_IN  Quem interpreta o CHARACTER no filme The Empire Strikes Back?
QT_WHO_ACTS_LIKE_IN  Quem interpreta CHARACTER no filme Braveheart?
QT_WHO_ACTS_LIKE_IN  Quem interpreta CHARACTER em The Pianist?
QT_WHO_ACTS_LIKE_IN  Quem fez de CHARACTER em  Jaws ?
QT_WHO_ACTS_LIKE_IN  Quem faz de CHARACTER no filme Platoon?
QT_WHO_ACTS_LIKE_IN  Quem faz de CHARACTER em Alfred Hitchcock's Rear Window?
QT_WHO_ACTS_LIKE_IN  Quem faz de CHARACTER em  Se7en ?
QT_WHO_ACTS_LIKE_IN  Quem é CHARACTER em The Sixth Sense?
QT_WHO_ACTS_LIKE_IN  no filme No Country for Old Men por quem é interpretado o CHARACTER?
QT_WHO_ACTS_LIKE_IN  no filme Blade Runner o CHARACTER é interpretado por quem?
QT_WHO_ACTS_LIKE_IN  em Monty Python and the Holy Grail quem é o CHARACTER?
QT_WHO_ACTS_LIKE_IN  De quem é a voz do CHARACTER no Lawrence of Arabia ?
QT_WHO_ACTS_IN_TWO  Quem participou nos filmes The Dark Knight?
QT_WHO_ACTS_IN_TWO  Quem participou nos filmes Annie Hall?
QT_WHO_ACTS_IN_TWO  Quem entra no The Dark Knight?
QT_WHO_ACTS_IN_TWO  Quem entra no One Flew Over the Cuckoo's Nest?
QT_WHO_ACTS_IN_TWO  Qual o actor que participou tanto no The Godfather?
QT_WHO_ACTS_IN_TWO  Qual foi o actor que protagonizou os filmes Grease?
QT_WHO_ACTS_IN_TWO  Qual foi o actor que protagonizou o filme Cool Hand Luke?
QT_WHO_ACTS_IN_TWO  Qual foi o actor que protagonizou Memento?
QT_WHO_ACTS_IN_TWO  Como se chama o protagonista do filme A Beautiful Mind?
QT_WHO_ACT  Quem são os actores do filme Pirates of the Caribbean: The Curse of the Black Pearl?
QT_WHO_ACT  Quem são as pessoas que entram no Scarface?
QT_WHO_ACT  Quem participa em Pulp Fiction?
QT_WHO_ACT  Quem foram as pessoas que entraram no Scarface?
QT_WHO_ACT  Quem foi o actor de Dances with Wolves?
QT_WHO_ACT  Quem foi a actriz de Platoon?
QT_WHO_ACT  Quem é que foi o actor em Saving Private Ryan?
QT_WHO_ACT  Que actores entram no The Seven Samurai?
QT_WHO_ACT  Qual o nome do actor que entrou em Amalie?
QT_WHO_ACT  Qual o nome do actor que entrou em Amadeus?
QT_WHO_ACT  Qual o nome do actor de Rain Man?
QT_WHO_ACT  Qual o elenco do filme The Lord of the Rings: The Return of the King?
QT_WHO_ACT  Qual o elenco de actores em The Silence of the Lambs?
QT_WHO_ACT  Qual foi o elenco de Annie Hall?
QT_WHO_ACT  Quais os actores de Terminator 2: Judgement Day?
QT_WHO_ACT  o elenco de actores de Pride and Prejudice é qual?
QT_WHO_ACT  Nomeie os actores do Unforgiven.
QT_WHO_ACT  no Scarface, qual é o elenco de actores?
QT_WHO_ACT  Cool Hand Luke tem que elenco de actores?
QT_WHO_ACT  Heat actor
QT_WHO_ACT  Mencione um actor do On the Waterfront.
QT_WHO_ACT  actor Crash
QT_WHICH_YEAR_FILM  Quando foi realizado o Forrest Gump?
QT_WHICH_YEAR_FILM  Quando estreia o filme  Platoon ?
QT_WHICH_YEAR_FILM  em que ano foi rodado Blade Runner?
QT_WHICH_YEAR_FILM  em que ano foi realizado o filme Life is Beautiful ?
QT_WHICH_YEAR_FILM  em que ano foi realizado o filme de Almodovar Pulp Fiction ?
QT_WHICH_WON  Que filme ganhou um urso de prata no Festival Internacional de Berlim em 1989?
QT_WHICH_WON  Que filme ganhou o óscar de melhor filme em 1999?
QT_WHICH_WON  Que filme ganhou o óscar de melhor actriz em 1999?
QT_WHICH_WON  Que filme ganhou o Óscar em 1999?
QT_WHICH_WON  Como se chama o filme que ganhou o óscar de melhor filme este ano?
QT_WHICH_FILMS_MAIN_ACT_TWO  Há algum filme em que Samuel L Jackson?
QT_WHICH_FILMS_MAIN_ACT_TWO  em que filmes contracenam Steve McQueen?
QT_WHICH_FILMS_MAIN_ACT  Quais os filmes protagonizados por Charlize Theron?
QT_WHICH_FILMS_MAIN_ACT  Em que filmes Robert Duvall é protagonista?
QT_WHICH_FILMS_MAIN_ACT  Em que filme se estreou Russell Crowe como actor principal?
QT_WHICH_FILMS_DIRECTED  Que filmes realizou Heath Ledger?
QT_WHICH_FILMS_DIRECTED  De que filmes é realizador o Katharine Hepburn?
QT_WHICH_FILMS  em que filmes participou o Toshiro Mifune?
QT_WHICH_FILMS  em que filmes participou a actriz Julie Andrews?
QT_WHICH_FILMS  Em que filmes entra Ingrid Bergman?
QT_WHICH_FILMS  em que filme se estreou no cinema a actriz Spencer Tracy?
QT_WHICH_FILMS  em que filme francês aparece a Henry Fonda?
QT_WHICH_CHARACTER  que personagem interpreta Jodie Foster no filme Eternal Sunshine of the Spotless Mind?
QT_MAIN_CHARACTER  Quem é a personagem principal de Alien?
QT_LAST_FILM  Qual foi o ultimo filme da actriz Matt Damon?
QT_LAST_FILM  Qual foi o último filme que teve a participação do Daniel Day Lewis?
QT_LAST_FILM  Qual foi o último filme em que participou Clark Gable?
QT_HOW_MANY_OSCARS_FILM  Quantos óscares ganhou o Monty Python and the Holy Grail ?
QT_HOW_MANY_OSCARS_FILM  o filme Reservoir Dogs já ganhou quantos óscares?
QT_HOW_MANY_OSCARS_FILM  The Lord of the Rings: The Two Towers ganhou quantos prémios?
QT_HOW_MANY_OSCARS  Quantos óscares recebeu o Clint Eastwood?
QT_HOW_MANY_OSCARS  Quantos óscares ganhou o actor Nicolas Cage?
QT_HOW_MANY_OSCARS  o actor Hugh Jackman já ganhou quantos óscares?
QT_HOW_MANY_OSCARS  o Nicolas Cage ganhou algum óscar?
QT_HOW_MANY_NOMINATIONS_FILM  Quantos nomeações recebeu o Twilight?
QT_HOW_MANY_NOMINATIONS_FILM  Quantos nomeações recebeu o Casablanca?
QT_HOW_MANY_NOMINATIONS_FILM  Quantas nomeações ganhou o The Matrix?
QT_HOW_MANY_NOMINATIONS  Quantas nomeações já teve Anthony Hopkins?
QT_HOW_MANY_NOMINATIONS  o Daniel Day Lewis foi nomeado para algum óscar?
QT_HOW_MANY_NOMINATIONS  Sylvester Stallone já foi nomeado quantas vezes?
QT_DIED_WHERE  Onde morreu o Bruce Willis?
QT_DIED_WHERE  Onde morreu Hugh Jackman?
QT_DIED_WHERE  Onde é que morreu o Sandra Bullock?
QT_DIED_WHERE  Onde é que morreu Gary Oldman?
QT_DIED_WHERE  Morreu Onde o Ingrid Bergman?
QT_DIED_WHERE  em que sítio faleceu Steve McQueen?
QT_DIED_WHERE  Paul Newman faleceu em que local?
QT_DIED_WHEN  Quando morreu o Will Smith?
QT_DIED_WHEN  Quando morreu Anthony Hopkins?
QT_DIED_WHEN  Quando é que morreu o Nicolas Cage?
QT_DIED_WHEN  Quando é que morreu Robert Redford?
QT_BORN_WHERE  Viggo Mortensen, Onde é que nasceu?
QT_BORN_WHERE  Qual a naturalidade de Anthony Hopkins?
QT_BORN_WHERE  Qual a nacionalidade do Russell Crowe?
QT_BORN_WHERE  Onde nasceu o Heath Ledger?
QT_BORN_WHERE  Onde nasceu Charlton Heston?
QT_BORN_WHERE  Onde nasceu Gregory Peck?
QT_BORN_WHERE  Onde é que nasceu o Ingrid Bergman?
QT_BORN_WHERE  Onde é que nasceu Bruce Willis?
QT_BORN_WHERE  Nasceu Onde o Daniel Day Lewis?
QT_BORN_WHERE  De que nacionalidade é o Emma Thompson?
QT_BORN_WHERE  De Onde é que é natural Julie Andrews?
QT_BORN_WHERE  Clark Gable, Onde é que nasceu?
QT_BORN_WHERE  Sidney Poitier é natural de Onde?
QT_BORN_WHEN  Que idade tem o Denzel Washington?
QT_BORN_WHEN  Que idade é que tem o Diane Keaton?
QT_BORN_WHEN  Que idade é que tem Peter O'Toole?
QT_BORN_WHEN  Que idade é que o Elizabeth Taylor tem?
QT_BORN_WHEN  Quantos anos tem o Tom Cruise?
QT_BORN_WHEN  Quantos anos tem Cate Blanchett?
QT_BORN_WHEN  Quando nasceu o Orlando Bloom?
QT_BORN_WHEN  Quando nasceu o John Wayne?
QT_BORN_WHEN  Quando é que o Gene Hackman nasceu?
QT_BORN_WHEN  Quando é que nasceu Marlon Brando?
QT_BORN_WHEN  Qual a idade de Samuel L Jackson?
QT_BORN_WHEN  Qual a data de nascimento do Charlton Heston?
QT_BORN_WHEN  Qual é que é a idade do Robin Williams?
